,imageid,labels,scores
354,1917391395522458655,"['Barechested', 'Male', 'Summer', 'Tree', 'Leisure', 'Vacation', 'Barefoot', 'Fawn', 'Tent']","[0.9676865339279175, 0.8259705305099487, 0.748393714427948, 0.7469744682312012, 0.7300888895988464, 0.6369329690933228, 0.5350887179374695, 0.5301428437232971, 0.5014637112617493]"
355,1917485327967125993,"['Fish', 'Marine biology', 'Underwater', 'Water', 'Blue', 'Fin', 'Organism', 'Fish', 'Azure', 'Marine mammal']","[0.9809085726737976, 0.9743586778640747, 0.9704729318618774, 0.9388793110847473, 0.9371774196624756, 0.9275686740875244, 0.8963227868080139, 0.8808421492576599, 0.8507819175720215, 0.8211561441421509]"
356,1917574174415746125,"['Mountainous landforms', 'Mountain', 'Snow', 'Mountain range', 'Winter', 'Glacial landform', 'Alps', 'Ridge', 'Fun', 'Sky']","[0.9841545224189758, 0.9744579195976257, 0.952674925327301, 0.9511651992797852, 0.8764507174491882, 0.8699605464935303, 0.8632007837295532, 0.855739414691925, 0.8369922041893005, 0.8220894932746887]"
357,1917823285565814567,"['Theatrical scenery', 'Stage', 'heater', 'Scene', 'Performing arts', 'Temple', 'Adaptation', 'Drama', 'Performance']","[0.9102027416229248, 0.8512908220291138, 0.8106585144996643, 0.6986216306686401, 0.6949628591537476, 0.6927340626716614, 0.6696612238883972, 0.6670032143592834, 0.5089532732963562]"
358,1917823303567781119,"['Town', 'Street', 'Neighbourhood', 'Urban area', 'Wall', 'Building', 'Human settlement', 'Architecture', 'Facade', 'City']","[0.8879677057266235, 0.8875318765640259, 0.8719022274017334, 0.8470799326896667, 0.8397860527038574, 0.828123927116394, 0.8190388083457947, 0.8042545914649963, 0.7543302774429321, 0.731168270111084]"
359,1917823306151407527,"['Food', 'Street food', 'Cuisine', 'Delicacy', 'Dish', 'Meal', 'Side dish', 'Snack', 'Dessert']","[0.9219302535057068, 0.8903440237045288, 0.826956033706665, 0.8153648376464844, 0.7487499713897705, 0.671403169631958, 0.6508931517601013, 0.5040188431739807, 0.5029906630516052]"
360,1917823323733795439,"['Green', 'Yellow', 'Wall', 'Vegetation', 'Water', 'Tree', 'Leaf', 'Plant', 'Adaptation', 'Architecture']","[0.9487798810005188, 0.9463467597961426, 0.9344825744628906, 0.9123501181602478, 0.9100271463394165, 0.8492692708969116, 0.7594611644744873, 0.6902275681495667, 0.6696612238883972, 0.6545118689537048]"
361,1917823342675285376,"['Wall', 'Tree', 'Adaptation', 'Plant', 'Tourism']","[0.8230278491973877, 0.6869218349456787, 0.6696612238883972, 0.585474967956543, 0.5114328861236572]"
362,1917994378589686516,"['Ruins', 'Wall', 'Tree', 'Arch', 'Formation', 'Sky', 'Rock', 'Archaeological site', 'Architecture', 'Stone wall']","[0.959717869758606, 0.9162524938583374, 0.7783679962158203, 0.7671104669570923, 0.7425372004508972, 0.7326111197471619, 0.6981205940246582, 0.6898247003555298, 0.6545118689537048, 0.6436687111854553]"
363,1918087555371406846,"['Bird', 'Feather', 'Beak', 'Wing', 'Wildlife', 'Fur']","[0.7959049344062805, 0.7573330402374268, 0.6253585815429688, 0.5863584876060486, 0.5761504173278809, 0.5478309988975525]"
364,1918269714665115658,"['Fan', 'Product', 'Sport venue', 'Event', 'Crowd', 'Stadium', 'Mascot']","[0.9321394562721252, 0.9103112816810608, 0.6630054712295532, 0.6273695826530457, 0.6268818974494934, 0.5964716672897339, 0.5597473382949829]"
365,1918379260249005912,"['Bird', 'Galliformes', 'Turkey', 'Domesticated turkey', 'Wild turkey', 'Beak']","[0.9129663705825806, 0.8799442052841187, 0.8654799461364746, 0.8634167313575745, 0.800210177898407, 0.64385586977005]"
366,1918379310186346235,"['Bird', 'Domesticated turkey', 'Galliformes', 'Beak', 'Poultry', 'Livestock', 'Turkey', 'Wild turkey', 'Fowl', 'Water bird']","[0.9684256315231323, 0.9013596177101135, 0.8837021589279175, 0.8599377870559692, 0.7814348340034485, 0.748353898525238, 0.7367933392524719, 0.6441818475723267, 0.6395065784454346, 0.6013316512107849]"
367,1918478661585997465,"['Marine mammal', 'Marine biology', 'Fin', 'Underwater', 'Cetacea', 'Water', 'Organism', 'Azure', 'Fish', 'Whale']","[0.9733665585517883, 0.9723509550094604, 0.9683767557144165, 0.9601612687110901, 0.9500417113304138, 0.9100271463394165, 0.8422173261642456, 0.8264385461807251, 0.7813585996627808, 0.7799097895622253]"
368,1918539607742494943,"['Grassland', 'Highland', 'Pasture', 'Wilderness', 'Grass', 'Fell', 'Ecoregion', 'Hill', 'Steppe', 'Prairie']","[0.9764890074729919, 0.9033374190330505, 0.8976501226425171, 0.8470175862312317, 0.8381650447845459, 0.7969390153884888, 0.7962486147880554, 0.7947000861167908, 0.7906804084777832, 0.7792943716049194]"
369,1918630320471798092,"['Tree', 'Nature', 'Sky', 'Tropics', 'Woody plant', 'Water', 'Plant', 'Sea', 'Shore', 'Palm tree']","[0.9793398976325989, 0.9596611857414246, 0.9281086325645447, 0.8783006072044373, 0.8565251231193542, 0.8073040843009949, 0.7865536212921143, 0.7813275456428528, 0.7025105357170105, 0.7021818161010742]"
370,1918812532982773457,"['Sky', 'Architecture', 'Town', 'Wall', 'Cloud', 'House', 'Atmosphere', 'Building', 'Window', 'History']","[0.9482885003089905, 0.8501737713813782, 0.8396362066268921, 0.8230278491973877, 0.7873555421829224, 0.7845445871353149, 0.7751701474189758, 0.7639716863632202, 0.756099283695221, 0.7088755965232849]"
371,1918901841878571333,"['Organism', 'Tree', 'Plant', 'Photography', 'Rock']","[0.7671774625778198, 0.6869218349456787, 0.6616107821464539, 0.6242249608039856, 0.5422748923301697]"
372,1918992694940541038,"['People', 'Event', 'Crowd', 'Flag', 'Flag of the united states', 'Flag Day (USA)', 'Protest', 'Independence day', 'Gesture']","[0.9492849707603455, 0.8873090147972107, 0.8522427082061768, 0.8104428052902222, 0.7704042792320251, 0.7554046511650085, 0.5567429065704346, 0.5541759133338928, 0.5173180103302002]"
373,1919156656082350351,"['Cook', 'Cooking', 'Food']","[0.7255719900131226, 0.7219485640525818, 0.609538197517395]"
374,1919156663967677090,"['Food', 'Dish', 'Cuisine', 'Ingredient', 'Baked goods', 'Dessert', 'Fried food', 'Baklava', 'Breakfast', 'Finger food']","[0.9734369516372681, 0.9539156556129456, 0.9185442328453064, 0.8722639679908752, 0.7997745275497437, 0.6982201933860779, 0.6805625557899475, 0.6685940623283386, 0.6571519374847412, 0.6532142758369446]"
375,1919175288714293716,"['Water transportation', 'Water', 'Boat', 'Sky', 'Vehicle', 'Tourism', 'Calm', 'Waterway', 'Boating', 'Sea']","[0.9153425097465515, 0.9100271463394165, 0.8788530230522156, 0.862245500087738, 0.8398564457893372, 0.8066632747650146, 0.7743442058563232, 0.7610637545585632, 0.7267662286758423, 0.6994819045066833]"
376,1919339424380834528,"['Vertebrate', 'Marine mammal', 'Cetacea', 'Dolphin', 'Water', 'Wildlife', 'Bottlenose dolphin', 'Sea', 'Marine biology', 'Whale']","[0.9851104021072388, 0.9180943369865417, 0.8375202417373657, 0.8311095237731934, 0.8073040843009949, 0.786455512046814, 0.7658801674842834, 0.7584691643714905, 0.7447899580001831, 0.7313360571861267]"
377,1919339435428657393,"['Vertebrate', 'Marine mammal', 'Bottlenose dolphin', 'Water', 'Dolphin', 'Cetacea', 'Marine biology', 'Sea', 'Wildlife', 'Common bottlenose dolphin']","[0.9851104021072388, 0.945663571357727, 0.9239676594734192, 0.9100271463394165, 0.891120970249176, 0.8837282061576843, 0.8755486011505127, 0.8135740160942078, 0.804807722568512, 0.7989482879638672]"
378,1919339455577880995,"['Vertebrate', 'Mammal', 'Water', 'Marine mammal', 'Killer whale', 'Wildlife', 'Cetacea', 'Sea', 'Sky', 'Ocean']","[0.9851104021072388, 0.975814163684845, 0.9512578248977661, 0.870897114276886, 0.7646612524986267, 0.7623406052589417, 0.7564847469329834, 0.7390329241752625, 0.7326111197471619, 0.6824652552604675]"
379,1919520576838353666,"['Mountainous landforms', 'Mountain', 'Sky', 'Mountain range', 'Ridge', 'Blue', 'Highland', 'Wilderness', 'Massif', 'Alps']","[0.9934263825416565, 0.992120623588562, 0.9585431814193726, 0.9499146342277527, 0.9444884657859802, 0.9371774196624756, 0.9173534512519836, 0.8834859728813171, 0.8710240125656128, 0.8662189841270447]"
380,1919597668372358496,"['Mammal', 'Wildlife', 'Vertebrate', 'Lion', 'Terrestrial animal', 'Felidae', 'Big cats', 'Puma', 'Carnivore', 'Masai lion']","[0.9890478253364563, 0.9851165413856506, 0.9851104021072388, 0.975688099861145, 0.9688578248023987, 0.9639915823936462, 0.9049378633499146, 0.882419228553772, 0.8546947240829468, 0.7935579419136047]"
381,1919672479714997537,"['Mountainous landforms', 'Glacial landform', 'Mountain', 'Geological phenomenon', 'Rock', 'Moraine', 'Mountain range', 'Geology', 'Ridge', 'Glacier']","[0.9503985047340393, 0.9257599711418152, 0.9256510138511658, 0.9199662208557129, 0.7787725925445557, 0.7729766368865967, 0.7012486457824707, 0.6796759366989136, 0.6345100402832031, 0.626226007938385]"
382,1919747112841582545,"['Vehicle', 'Car', 'Motor vehicle', 'Pickup truck', 'Tree', 'Automotive tire', 'Off-road vehicle', 'Landscape', 'Family car', 'Chevrolet avalanche']","[0.963193953037262, 0.9281508326530457, 0.9010037183761597, 0.780057430267334, 0.6869218349456787, 0.629613995552063, 0.6111472249031067, 0.5930580496788025, 0.5739650726318359, 0.5527926683425903]"
383,1919921692904112927,"['Water transportation', 'Boat', 'Fishing vessel', 'Vehicle', 'Waste', 'Scrap', 'Pollution', 'Ship', 'Watercraft', 'Fishing trawler']","[0.9669802784919739, 0.943118155002594, 0.921403169631958, 0.908960223197937, 0.8064084649085999, 0.7799196839332581, 0.7712128162384033, 0.7479074001312256, 0.7096084952354431, 0.648703932762146]"
384,1919921693516401193,"['Town', 'Water', 'Sky', 'Tourism', 'Coast', 'Village', 'Harbor', 'Vacation', 'Port', 'Sea']","[0.8759021759033203, 0.8073040843009949, 0.7326111197471619, 0.7109197974205017, 0.7093197107315063, 0.7070620059967041, 0.7038301825523376, 0.6860960721969604, 0.6293483376502991, 0.6035379767417908]"
385,1919975443226773900,"['Waste', 'Adaptation', 'Pollution']","[0.7612082362174988, 0.6696612238883972, 0.643454372882843]"
386,1920049334935240251,"['Rapeseed', 'Field', 'Yellow', 'Canola', 'Nature', 'Sky', 'Mustard plant', 'Natural landscape', 'Brassica rapa', 'Prairie']","[0.9804416298866272, 0.9730215072631836, 0.956325113773346, 0.9517017006874084, 0.9494227766990662, 0.9281086325645447, 0.9155786037445068, 0.8855189085006714, 0.8553915619850159, 0.8525041341781616]"
387,1920125490618782111,"['Mountainous landforms', 'Highland', 'Mountain', 'Yak', 'Mountain range', 'Wilderness', 'Pasture', 'Alps', 'Bovine', 'Hill station']","[0.9705682396888733, 0.9699091911315918, 0.946209728717804, 0.8857569694519043, 0.8661453127861023, 0.8515616059303284, 0.8188209533691406, 0.7691949605941772, 0.7591723203659058, 0.7038521766662598]"
388,1920200912945647409,"['Human settlement', 'Public space', 'Bazaar', 'Pattern', 'City', 'Market', 'Games', 'Art']","[0.8365018367767334, 0.8187202215194702, 0.8031978607177734, 0.5630630254745483, 0.5619292855262756, 0.5376306176185608, 0.5211578011512756, 0.502187192440033]"
389,1920276573676895285,"['Natural environment', 'Desert', 'Adaptation', 'Landscape', 'Human', 'Camel', 'Tribe', 'Camelid', 'Aeolian landform', 'Sahara']","[0.8843857049942017, 0.8788886666297913, 0.8193526268005371, 0.7771109342575073, 0.746764600276947, 0.697265625, 0.6810917854309082, 0.601739764213562, 0.5804338455200195, 0.5415396094322205]"
390,1920353786845693676,"['Sky', 'Body of water', 'Nature', 'Water', 'Natural landscape', 'Water resources', 'Blue', 'Mountain', 'Lake', 'Cloud']","[0.987415075302124, 0.9751192927360535, 0.9699681997299194, 0.9578154683113098, 0.9574499726295471, 0.937896728515625, 0.9371774196624756, 0.8966034054756165, 0.8908877968788147, 0.8901301622390747]"
391,1920427371236693586,"['Suit', 'Clothing', 'Gentleman', 'Formal wear', 'Hat', 'Male', 'Fashion', 'Fedora', 'Tuxedo', 'Outerwear']","[0.9619926810264587, 0.9358653426170349, 0.9118176102638245, 0.8877131938934326, 0.8835079073905945, 0.8660336136817932, 0.8541734218597412, 0.8401376008987427, 0.811911940574646, 0.7920824289321899]"
392,1920502045450930389,"['Travel', 'Geological phenomenon', 'Tourism']","[0.6935112476348877, 0.6163091659545898, 0.5688954591751099]"
393,1920578622209864150,"['Lagoon', 'Natural landscape', 'Coastal and oceanic landforms', 'Sea', 'Coast', 'Bay', 'Archipelago', 'Caldera', 'Island', 'Continental shelf']","[0.8859672546386719, 0.8855189085006714, 0.8842917084693909, 0.8042774200439453, 0.7954202890396118, 0.7601431608200073, 0.749819815158844, 0.6970876455307007, 0.6858726143836975, 0.6608190536499023]"
394,1920652758361780412,"['Wildlife', 'Felidae', 'Terrestrial animal', 'Whiskers', 'Organism', 'Adaptation', 'Leaf', 'Snout', 'Big cats', 'Plant']","[0.9667316675186157, 0.9278605580329895, 0.8932476043701172, 0.8815937042236328, 0.8488467931747437, 0.8463547229766846, 0.7594611644744873, 0.7342774271965027, 0.7115653157234192, 0.6824741363525391]"
395,1920729596450410417,"['Aurora', 'Nature', 'Sky', 'Natural landscape', 'Geological phenomenon', 'Atmosphere', 'Arctic', 'Space', 'Glacial landform', 'Glacier']","[0.9885358214378357, 0.9627566337585449, 0.9585431814193726, 0.8855189085006714, 0.8752388954162598, 0.840421199798584, 0.825931191444397, 0.7697669863700867, 0.7513779997825623, 0.7384624481201172]"
396,1920804498616560400,"['Water', 'Sky', 'Geological phenomenon', 'Asphalt', 'Ocean']","[0.8073040843009949, 0.7326111197471619, 0.6163091659545898, 0.5397583842277527, 0.5261232852935791]"
397,1920880477284134606,"['Tree', 'Forest', 'Northern hardwood forest', 'Natural environment', 'Birch', 'Canoe birch', 'Woody plant', 'Plant', 'Grove', 'Biome']","[0.9822758436203003, 0.9334861040115356, 0.9213708639144897, 0.9058710336685181, 0.8954687118530273, 0.8927114009857178, 0.8764579892158508, 0.8421911001205444, 0.836207389831543, 0.812168538570404]"
398,1920955574636463228,"['Natural landscape', 'Nature', 'Tree', 'Nature reserve', 'Vegetation', 'Water', 'Natural environment', 'Riparian forest', 'Watercourse', 'Swamp']","[0.9763058423995972, 0.9759530425071716, 0.9638187289237976, 0.9394946694374084, 0.9244239926338196, 0.9100271463394165, 0.9058710336685181, 0.8921074271202087, 0.8803318738937378, 0.874816358089447]"
399,1921031279810394235,"['Atmospheric phenomenon', 'Grassland', 'Sky', 'Rural area', 'Tent', 'Morning', 'Grass', 'Hill station', 'Cloud', 'Atmosphere']","[0.9090906381607056, 0.8716592788696289, 0.862245500087738, 0.8215644359588623, 0.8132016062736511, 0.8016154766082764, 0.7619784474372864, 0.7595792412757874, 0.742751955986023, 0.7289918065071106]"
400,1921108812669095511,"['Sky', 'Cloud', 'Nature', 'Daytime', 'Atmosphere', 'Storm', 'Atmospheric phenomenon', 'Thunderstorm', 'Ecoregion', 'Horizon']","[0.9903587698936462, 0.9838898777961731, 0.9494227766990662, 0.927628755569458, 0.9088237881660461, 0.9086011648178101, 0.8861165642738342, 0.8610662221908569, 0.8013173341751099, 0.7861331105232239]"
401,1921182701415706921,"['Transport', 'Building', 'Architecture', 'Filling station', 'Sky', 'Road trip', 'Road', 'Business', 'Vehicle', 'Gas']","[0.8513096570968628, 0.7867254614830017, 0.7632943391799927, 0.7368535995483398, 0.7326111197471619, 0.6654983758926392, 0.5846935510635376, 0.5671969056129456, 0.5437730550765991, 0.5416519641876221]"
402,1921333601467989408,"['Tree', 'Nature', 'Branch', 'Natural environment', 'Woody plant', 'Forest', 'Woodland', 'Atmospheric phenomenon', 'Natural landscape', 'Plant']","[0.9944205284118652, 0.9639708995819092, 0.954918384552002, 0.9303346276283264, 0.9193992614746094, 0.9042244553565979, 0.8987538814544678, 0.8941346406936646, 0.8855189085006714, 0.8851245641708374]"
403,1921410196077731550,"['Landmark', 'Wonders of the world', 'Historic site', 'Holy places', 'Sky', 'Monument', 'Atmospheric phenomenon', 'Tourist attraction', 'Architecture', 'Tourism']","[0.9833467602729797, 0.9437628984451294, 0.9325023293495178, 0.9118549227714539, 0.9014298319816589, 0.9012644290924072, 0.8748210072517395, 0.8737567663192749, 0.843872606754303, 0.8342540860176086]"
404,1921484575759084190,"['People', 'Tribe', 'Head', 'Skin', 'Adaptation', 'Tradition', 'Human', 'Neck', 'Eye', 'Photography']","[0.9809024333953857, 0.9800943732261658, 0.8762359619140625, 0.859302818775177, 0.8491392731666565, 0.8206300139427185, 0.8116180300712585, 0.7676558494567871, 0.7586227655410767, 0.6242249608039856]"
405,1921559281581866334,"['Sitting', 'Monochrome', 'Child', 'Black-and-white', 'Reading']","[0.9045625329017639, 0.8032561540603638, 0.7116445302963257, 0.6834213137626648, 0.5842651724815369]"
406,1921635289583915383,"['Trampoline', 'Trampolining--Equipment and supplies', 'Trampolining', 'Performance', 'Sports equipment']","[0.9913644194602966, 0.9861687421798706, 0.7716773748397827, 0.7123997211456299, 0.5948207378387451]"
407,1921710837723137689,"['Tribe', 'People', 'Human', 'Adaptation']","[0.976145327091217, 0.9526114463806152, 0.7832198143005371, 0.7725779414176941]"
408,1921785241756880654,"['King penguin', 'Flightless bird', 'Vertebrate', 'Penguin', 'Bird', 'Emperor penguin', 'Herd', 'Wildlife', 'Adaptation', 'Crowd']","[0.9902828335762024, 0.9872897863388062, 0.9851104021072388, 0.9817856550216675, 0.9574741721153259, 0.8155806660652161, 0.7747403979301453, 0.7285952568054199, 0.6696612238883972, 0.6631901860237122]"
409,1921860922461294697,"['People in nature', 'Field', 'Ecoregion', 'Plant', 'Grass family', 'Grass', 'Flower', 'Coquelicot', 'Sky', 'Grassland']","[0.9788440465927124, 0.8064889907836914, 0.783979058265686, 0.7774301767349243, 0.7709067463874817, 0.7619784474372864, 0.7424386143684387, 0.7359741926193237, 0.7326111197471619, 0.7206782102584839]"
410,1921936314522062652,"['Sky', 'Body of water', 'Horizon', 'Sea', 'Water', 'Afterglow', 'Reflection', 'Sunset', 'Sunrise', 'Evening']","[0.9893216490745544, 0.9781122803688049, 0.9734249114990234, 0.9611940979957581, 0.9512578248977661, 0.9481194019317627, 0.9458344578742981, 0.945547878742218, 0.9197435975074768, 0.9122992157936096]"
411,1922035353003713336,"['Electronic instrument', 'Recording', 'Musician', 'Broadcasting', 'Studio', 'Employment', 'Electronic device', 'Keyboard player', 'Job', 'Recording studio']","[0.6679253578186035, 0.6649933457374573, 0.6587314009666443, 0.655148446559906, 0.6491106748580933, 0.6233813166618347, 0.6098915934562683, 0.5993920564651489, 0.5697954893112183, 0.5595879554748535]"
